GDD5,MTCO,Abies,Alnus,Betula,Picea,Pinus D,Quercus D,Gramineae
4850,9.4,0,0,0,0,863,7,5
4850,9.4,0,0,0,0,847,8,11
4824,8.9,0,0,0,0,228,23,258
4821,8.9,0,0,0,0,15,2,30
4599,8.2,0,0,0,0,856,7,30
4793,8.8,0,2,0,0,766,12,86
5606,7.5,0,0,0,0,50,8,612
5709,7.7,0,2,0,0,302,32,116
5703,7.7,0,0,0,0,51,4,35
5587,7.4,0,0,0,0,214,51,456
5372,7,0,0,0,0,86,7,316
5165,6.4,0,0,0,0,39,12,276
5122,6.5,0,1,0,0,44,19,126
5022,6.3,0,0,0,0,30,0,91
5049,6.4,0,8,0,0,122,4,191
5056,6.2,0,0,0,0,30,34,438
5053,6.1,0,0,0,0,9,3,54
4894,6,0,0,0,0,45,29,224
2498,-0.7,16,0,0,0,625,15,50
2620,0,92,0,1,0,718,13,15
2472,-0.7,18,8,2,0,776,30,16
2841,-0.2,2,21,0,0,185,17,519
2835,-0.2,0,22,0,0,464,40,270
2839,0.7,11,100,0,0,231,50,198
2355,-2.6,117,17,2,0,364,92,41
2228,-2,19,2,4,0,514,73,134
1853,-4.1,11,0,0,0,713,62,63
1853,-4.1,5,5,0,0,313,60,15
2149,-2.4,9,6,0,0,621,135,69
3195,2.9,1,0,0,0,169,58,62
3161,3.2,15,0,1,0,885,46,14
2845,2.1,13,0,0,0,593,167,48
2639,1.3,11,1,1,0,457,83,22
2279,0.3,6,2,1,0,252,395,49
2336,0.3,83,7,2,0,621,74,64
2215,0.9,32,2,2,0,452,203,23
3314,6.3,9,4,7,0,490,139,76
2998,5.2,7,1,1,0,891,33,7
3253,6.2,2,9,0,0,130,201,70
1447,-3.2,4,4,4,0,202,251,366
1515,-3.3,0,0,0,0,768,125,22
2511,2,0,1,0,0,141,352,250
1966,-1.7,0,3,0,0,140,147,94
2284,-0.8,0,5,2,0,148,98,177
2713,2,2,12,5,0,213,225,220
2891,3.4,0,0,0,0,640,114,60
2950,3.8,0,0,4,0,608,40,55
3050,4.2,0,2,0,0,392,49,181
2097,-1,0,3,0,3,336,56,222
1732,-2.5,0,9,0,0,240,53,279
3168,4,0,1,4,0,160,39,61
3306,5.3,2,10,0,0,209,52,290
3218,5.2,0,0,0,0,38,15,27
1320,-5.1,2,6,0,0,355,110,231
1680,-3.1,2,0,0,0,136,694,49
1608,-3.5,3,0,0,0,80,3,472
1422,0.1,53,80,41,3,130,118,231
1554,0.6,13,57,44,19,196,196,110
1540,0.6,22,84,51,14,222,254,108
1156,-0.9,23,33,75,3,193,92,301
1119,-1.1,13,56,39,10,197,115,99
1112,-1.1,11,74,55,6,223,154,33
682,-3.1,15,26,66,11,227,187,278
749,-2.7,33,20,27,0,293,80,300
801,-2.5,30,26,38,4,285,140,119
856,-2.2,6,15,86,6,142,65,299
900,-2,7,36,66,11,226,186,277
1673,1.1,234,45,17,11,146,151,13
1663,1.1,10,58,39,6,236,87,123
1713,1.3,2,31,43,14,243,470,31
1618,0.9,4,21,30,6,81,659,107
2063,2.5,9,31,56,40,342,316,47
1812,1.5,3,188,90,3,161,173,146
1510,0.5,31,58,47,4,238,192,73
1524,0.5,52,91,58,6,273,206,85
1442,0.2,4,85,111,11,154,248,147
1344,-0.2,0,106,54,8,311,246,87
1092,-1.2,4,94,86,9,86,232,124
1316,-0.4,4,40,29,7,150,72,547
1294,-0.4,2,155,25,12,83,147,93
1273,-0.5,11,29,38,16,534,80,110
1142,-1,0,49,49,4,243,95,188
1701,4,0,136,55,0,0,91,350
1626,3.2,0,335,138,0,8,114,15
1383,3.5,0,64,202,0,90,11,76
1118,1.4,0,7,63,1,580,13,63
1213,2.7,0,14,94,0,47,14,206
1208,2.3,0,37,37,0,111,141,93
1322,-3.1,0,78,328,52,311,35,54
1539,4.3,0,50,223,0,36,96,393
1401,-3.3,0,59,220,50,468,35,76
1425,-1.1,0,142,382,6,121,95,43
466,-11.3,0,9,696,9,151,0,26
1347,-3.6,0,86,325,34,300,69,111
1432,-1.8,0,120,231,37,413,55,18
974,-8.2,0,27,176,115,571,0,61
967,-7.4,0,40,562,140,230,0,19
835,-10.9,0,48,348,135,417,0,10
1498,-1.5,0,140,213,20,126,33,43
1406,-1.2,0,12,109,42,336,18,30
1421,-1.9,0,51,475,25,153,34,85
1444,-1.4,0,13,70,63,418,19,91
729,-9.2,0,20,216,353,402,2,0
1267,-3.9,0,22,209,130,347,7,18
1226,-3.7,0,79,245,43,296,36,121
1316,-4.2,0,0,178,41,451,7,18
549,-13.8,0,0,277,34,282,0,4
279,-6.4,0,12,420,24,312,0,43
730,-13.4,0,2,585,78,198,0,22
739,-13.9,0,0,267,86,460,0,42
517,-11.4,0,11,370,33,506,0,20
600,-12.1,0,3,355,10,607,0,3
596,-13.3,0,3,339,3,624,0,3
1347,-3.3,0,104,310,112,310,19,44
1105,-10.2,0,68,635,30,253,0,10
966,-13.2,0,29,383,48,478,0,8
1147,-7.7,0,119,221,119,479,0,9
1209,-6.8,0,125,385,28,434,2,0
1169,-7.8,0,201,320,95,248,0,83
1326,-3.9,0,22,173,119,650,11,0
984,-10.2,0,80,390,100,410,0,0
1318,-8,0,193,387,46,221,9,27
1260,-8.1,0,213,339,63,173,0,24
1164,-4.4,0,296,180,90,287,3,81
0,-11.7,0,31,261,0,493,0,179
0,-12.8,0,0,57,7,517,0,19
0,-8,0,24,311,3,527,0,20
354,-2.4,0,0,501,0,0,0,135
565,0.3,0,0,378,0,126,0,103
791,3.2,0,36,290,0,36,0,81
767,3.1,0,0,0,0,0,0,893
1221,-6.4,0,78,312,39,328,0,32
1397,-2,0,20,124,68,574,20,36
1331,4.4,0,23,315,0,117,12,189
1242,3.5,0,0,139,0,49,30,252
1635,3.1,0,330,120,0,28,74,305
1254,2.1,0,157,186,0,196,343,0
1749,3.5,0,207,67,0,64,106,289
641,-5,0,31,431,2,280,0,10
642,-5,0,21,161,175,335,0,43
984,0.1,0,19,102,9,805,0,0
657,-9.8,0,55,89,264,342,3,46
1245,-5.3,156,96,21,75,214,23,8
172,-10.2,0,27,161,14,444,0,41
1255,0.9,0,59,133,6,257,0,4
1266,0.7,0,33,91,2,635,2,28
1341,0.8,0,220,132,0,44,0,245
1268,-4.2,0,0,35,167,676,0,2
1528,-0.3,0,163,163,0,57,85,135
1493,-0.8,0,39,389,7,66,132,92
1556,-0.5,0,238,156,0,73,46,44
1673,-0.2,0,65,80,0,139,94,203
1937,1.8,0,415,30,2,52,52,97
2033,2.7,0,511,17,0,87,43,64
1896,0.9,0,412,40,4,19,58,153
1534,4.4,0,86,91,0,116,45,225
1761,4.6,0,60,84,0,37,42,83
1551,3.8,0,35,35,0,175,35,431
1999,6,0,17,93,0,162,15,72
1783,4.6,0,24,151,0,194,31,202
1752,0.5,0,66,141,9,127,57,184
1871,-1.2,8,192,67,17,175,76,74
1285,-3.1,27,118,27,196,118,92,94
1305,-2.4,109,20,20,416,247,40,19
1724,-3.4,7,59,139,308,191,37,137
1333,-1.5,0,37,176,161,103,59,77
1203,-2.5,0,27,72,110,356,64,111
2011,-0.5,3,58,102,15,304,174,34
1678,-2.8,7,48,34,226,240,69,137
1428,4,0,19,101,0,62,33,362
401,-11.1,0,10,557,0,283,0,42
1357,1.8,0,38,38,0,78,155,179
1263,-9.3,0,169,339,119,322,8,0
1608,-6,0,38,29,292,555,10,0
1255,-9.5,0,9,80,115,710,0,17
1338,3.2,0,102,41,0,61,82,169
1499,-4.9,3,73,123,319,61,24,149
322,-7.5,0,60,9,34,553,0,60
1562,-3,53,68,136,120,219,29,104
1355,-5.4,8,15,23,63,720,8,26
1709,-3,0,73,220,73,127,18,72
1048,-6.4,14,149,41,270,27,14,82
454,-8.2,4,114,14,228,284,14,92
1291,-4.4,33,83,17,251,100,83,125
1177,-3.5,25,13,313,212,175,38,71
2450,4.9,0,85,105,0,8,300,193
1976,3.6,0,739,147,0,4,66,4
1935,3.1,0,43,21,1,177,217,123
2692,4.7,54,0,0,0,524,72,0
2066,2.6,0,164,118,0,190,68,343
1670,0.1,0,54,161,6,27,134,94
901,-4.4,82,20,68,2,204,102,69
1249,-0.8,0,35,139,35,105,105,239
3026,1.8,2,102,9,9,25,196,112
638,-5.3,31,1,6,25,212,31,28
1116,-1.6,31,40,36,0,262,122,170
1280,-0.8,13,33,79,20,285,92,258
1957,2.5,34,60,34,7,315,34,142
1621,1.4,128,21,93,0,243,29,116
631,-13.4,0,5,173,52,551,0,10
1552,-5.9,11,46,275,114,275,11,123
2623,-1.7,31,290,0,31,300,31,44
871,-5.7,8,22,71,338,313,15,87
1495,-3,16,55,23,39,351,2,270
1560,-3.1,1,111,63,125,275,20,260
1533,-3.1,2,514,47,19,217,3,146
963,-10.7,0,94,368,73,407,0,42
1549,-3.7,0,19,28,0,715,10,182
1544,-4.4,3,110,166,29,323,106,45
1043,-8.6,0,103,229,74,571,0,11
1697,-6.1,0,62,157,97,449,18,39
1821,-2.8,13,118,145,44,450,35,87
1692,-3.4,21,85,97,81,252,144,13
1480,-4.4,28,84,65,205,279,19,81
1463,-6.1,39,107,138,46,92,46,155
1893,-3.4,16,90,178,23,290,90,98
1909,-3.6,0,18,30,0,733,0,57
1034,-8.4,0,26,222,35,661,10,18
762,-12.8,0,62,370,134,432,0,0
759,-12.7,0,39,278,89,527,0,2
779,-10.1,0,20,97,262,602,0,0
792,-9,0,0,120,72,597,0,0
581,-9.2,0,33,449,91,274,0,21
867,-8.4,0,3,151,223,507,0,31
517,-10.3,0,6,353,19,257,0,0
879,-9.2,0,27,200,217,479,0,17
848,-8.8,0,10,172,485,333,0,0
1143,-6.4,0,0,107,603,262,0,0
1227,-5.5,0,30,250,240,480,0,0
656,-0.1,0,0,763,0,0,0,119
563,-3.5,0,9,870,0,39,0,22
253,-5.3,0,10,522,0,0,0,211
233,-3.6,0,134,425,0,0,0,66
0,-16.5,0,0,470,29,0,0,190
1239,-6.4,0,99,271,48,488,4,31
1212,-6,0,101,280,96,414,2,47
1139,-8,0,46,233,68,539,0,62
1088,-8.7,0,81,331,29,467,6,15
1118,-9.1,0,38,166,252,480,6,25
1010,-10.2,0,67,316,154,422,2,11
969,-9.4,0,58,269,85,531,0,20
875,-11.6,0,27,378,91,420,0,42
644,-14.1,0,7,294,40,615,2,2
515,-13.9,0,6,496,8,344,0,9
176,-11.7,0,14,406,14,330,0,53
594,-13.6,0,6,299,25,616,0,9
530,-14.5,0,17,235,30,616,4,19
512,-14.5,0,3,360,22,440,0,23
494,-14.4,0,2,449,20,400,2,7
494,-11.4,0,4,570,14,233,0,33
345,-9.2,0,7,480,0,296,0,19
448,-5.8,0,2,604,10,136,0,87
523,-12.6,0,5,280,23,560,0,13
413,-9,0,4,453,14,332,0,68
337,-9.8,0,5,492,15,271,0,106
471,-9,0,13,480,20,273,0,40
560,-11.9,0,4,240,10,724,0,6
335,-9.1,0,0,334,10,356,0,174
1239,-5.8,0,70,185,28,570,9,84
1141,-8.5,0,139,294,70,399,0,57
974,-10.5,0,46,341,72,484,0,24
987,-10.5,0,70,435,81,380,2,16
700,-13.7,0,2,346,86,528,0,8
571,-14.7,0,4,367,34,533,0,14
670,-14.1,0,8,164,25,743,0,9
648,-13.7,0,4,308,19,607,0,20
621,-13.2,0,5,212,7,752,0,0
478,-13.6,0,9,540,9,355,0,9
679,-14.4,0,4,519,2,402,0,15
523,-13.3,0,15,266,13,664,0,6
332,-9.1,0,13,261,10,391,0,137
277,-8.3,0,5,169,19,695,0,32
379,-8,0,23,431,3,377,0,96
535,-11.4,0,0,508,25,355,0,42
535,-7.2,0,13,418,26,433,0,14
475,-12,0,5,538,15,327,0,15
475,-11,0,4,681,13,228,0,14
525,-11.2,0,6,304,6,633,0,0
518,-12.2,0,6,281,19,662,0,4
649,-12.8,0,4,173,13,773,0,10
544,-12.9,0,2,362,23,562,0,6
726,-13.6,0,18,325,3,599,0,1
646,-13.9,0,12,254,29,670,0,2
640,-14.3,0,2,199,27,726,0,13
634,-14.3,0,10,235,93,592,0,8
674,-14,0,14,274,185,493,0,8
838,-12.2,0,54,245,114,557,2,3
872,-12.2,0,26,185,146,593,2,16
955,-11.2,0,46,332,227,347,8,4
950,-13.1,0,37,272,184,440,8,6
976,-12.8,0,79,242,174,417,7,33
1136,-10.3,0,51,143,215,562,0,19
1189,-9.2,0,85,243,71,542,4,19
1236,-7.6,0,89,369,58,380,5,42
1200,-7.2,0,52,239,64,564,7,38
1314,-6,0,89,288,70,380,15,82
1313,-6.1,0,68,239,97,485,0,48
1308,-6.1,0,76,212,121,440,0,92
1135,-4.3,0,39,153,176,538,9,16
1153,-4.5,0,34,91,216,568,8,22
1153,-4.2,0,42,209,147,487,8,35
1725,3.5,0,77,98,0,56,77,166
1910,4.1,0,122,51,6,236,13,77
1444,3.7,0,0,19,0,394,19,378
448,-7,7,40,7,271,345,0,96
2090,3.1,11,60,93,5,228,49,190
2014,3.2,0,16,154,5,240,69,220
1700,4.3,2,54,38,0,416,223,70
1641,4.1,2,130,43,0,308,105,188
0,-9.9,0,0,181,0,363,0,0
0,-9.9,0,0,384,0,152,0,153
0,-9.9,0,0,386,0,193,0,281
0,-10.2,0,0,500,42,42,0,196
0,-10.3,0,0,225,0,146,0,463
0,-10.9,0,0,411,0,154,0,422
0,-12.4,0,0,509,10,295,0,134
0,-13.4,0,0,133,17,564,0,160
0,-13.4,0,0,430,59,293,0,191
0,-14.5,0,0,262,0,424,0,296
0,-15,0,0,356,0,420,0,197
521,-1.4,0,0,472,0,0,0,110
502,-0.4,0,0,552,0,0,0,116
502,-0.4,0,0,489,0,0,0,73
521,-1.4,0,0,500,0,0,0,431
502,-0.4,0,0,593,0,0,0,224
521,-1.4,0,0,516,0,0,0,284
502,-0.4,0,0,503,0,0,0,437
502,-0.4,0,0,503,0,0,0,244
521,-1.4,0,0,498,0,0,0,471
502,-0.4,0,0,517,0,0,0,416
502,-0.4,0,0,481,0,0,0,335
502,-0.4,0,0,499,0,0,0,332
521,-1.4,0,0,500,0,0,0,205
502,-0.4,0,0,366,46,46,0,433
502,-0.4,0,0,0,0,0,0,205
502,-0.4,0,0,528,0,0,0,169
521,-1.4,0,0,404,0,115,0,268
1336,-1.7,0,105,490,105,197,31,46
1331,-1.6,0,109,375,84,276,49,56
1425,-1.1,0,156,501,38,180,44,41
1425,-1.1,0,155,433,29,253,46,60
1425,-1.1,0,128,423,60,268,50,42
1440,-1,0,99,436,30,109,258,39
1438,-0.8,0,200,425,26,159,39,118
1641,3.2,0,54,141,0,43,327,256
1675,3.3,0,231,95,1,7,153,315
1688,3.4,0,279,79,1,12,141,277
1616,3.4,0,152,135,2,40,94,309
1565,3.1,0,123,116,0,24,125,318
1527,2.8,0,265,283,0,23,48,176
1415,2.3,0,192,353,0,8,50,136
956,-4.4,0,56,38,36,132,300,257
994,-5.5,0,64,120,150,114,89,81
1207,-2.3,0,69,249,22,75,96,417
1576,-0.6,0,25,169,18,118,240,208
1799,-0.3,0,49,280,10,235,186,160
2132,0.7,0,37,93,14,413,101,179
1965,0,0,32,114,4,178,316,106
2022,1.7,0,93,248,11,139,149,252
1626,0.5,0,62,125,13,149,294,218
1290,-0.8,3,55,123,0,178,123,0
1408,-2,164,67,103,67,0,79,105
1283,-0.8,11,22,65,0,249,98,95
1283,-0.8,0,60,69,0,232,111,168
1392,0.5,39,19,39,0,475,95,74
1002,-1.3,23,23,0,0,695,6,144
1222,-0.2,33,13,13,0,497,33,286
1983,2.8,12,0,0,0,278,78,202
1179,-0.3,6,39,32,19,358,97,292
1029,-1.1,11,11,28,0,580,71,150
747,-2.9,25,0,0,0,525,50,216
1567,1.3,92,0,0,0,220,44,132
1930,2.6,0,0,0,0,508,0,247
967,-1.5,1,0,14,0,740,14,76
1747,1.5,2,136,17,0,119,136,196
1584,-3.6,3,36,12,122,109,36,324
1357,-2.3,47,31,92,0,151,81,67
2078,0.6,0,20,516,0,59,63,59
1898,2.2,14,22,0,0,502,59,64
1111,-2.9,76,3,3,76,393,3,81
557,-5.7,1,25,1,25,512,109,233
1450,-0.6,0,357,92,0,28,68,273
1647,0,0,507,136,3,46,61,65
1647,0,0,488,129,7,68,36,104
1695,0.1,0,7,37,22,450,44,371
1817,0.5,0,0,539,14,28,103,48
1332,-0.8,0,18,202,71,53,62,345
1332,-0.8,0,22,254,65,29,44,370
1851,1.2,0,187,97,5,84,141,170
1950,1.5,0,271,158,0,26,33,83
1922,1.4,0,226,104,1,37,110,314
1606,0,0,79,109,1,179,83,154
1386,-2.5,106,65,90,138,65,33,130
1707,-0.6,0,39,142,1,591,103,52
1725,-0.6,0,40,182,4,484,68,132
241,-8,2,105,4,89,349,2,60
1234,-6.2,2,30,2,126,556,8,54
723,-5.7,34,19,34,297,158,72,49
573,-9.1,11,108,52,67,345,44,156
573,-9.1,67,67,67,269,238,37,114
790,-8,7,44,33,245,252,4,121
790,-8,4,91,66,177,307,41,147
1563,-2.8,1,34,43,146,608,20,94
794,-7,3,13,13,100,448,0,72
733,-7.2,3,89,12,140,510,0,45
515,-8.4,5,96,56,103,204,24,139
884,-6.6,13,26,13,510,131,4,89
553,-8.2,0,58,14,542,43,14,56
770,-7.5,4,72,36,305,89,36,163
1123,-5.5,20,40,60,402,40,20,61
736,-7.7,0,146,16,81,195,4,43
448,-9.3,35,98,16,290,360,16,41
1676,-1.1,326,2,10,119,217,10,119
1543,-1.7,86,29,10,106,96,48,96
1403,-2.5,72,24,48,214,179,59,173
1088,-4,92,37,19,295,55,28,52
1012,-4.2,270,19,10,404,19,38,33
977,-4.4,223,24,13,360,37,24,101
807,-5.2,132,66,16,66,66,16,465
1309,-3,61,37,37,73,413,24,148
1717,0.9,0,642,66,25,100,17,88
1669,0.7,0,112,349,158,79,20,200
1441,-5,7,21,28,70,541,14,44
820,-7,14,151,41,220,96,41,102
488,-8.1,19,111,19,148,185,19,29
770,-6.9,0,41,27,442,83,14,102
188,-9.4,3,114,3,143,314,14,78
2085,-0.9,42,30,0,594,108,0,77
423,-8.5,114,11,0,749,83,0,20
2111,-0.7,65,11,11,339,208,43,40
997,-5.5,21,21,0,752,74,11,9
745,-7,32,4,0,497,192,4,34
527,-8,15,0,0,582,198,0,32
510,-8.1,19,0,0,467,112,0,18
1550,-3.1,21,11,42,231,95,0,10
1644,-1.4,0,146,249,11,76,33,37
2607,-1.3,51,89,4,89,618,0,33
2100,-3.7,4,215,79,18,65,123,90
1301,-3.8,19,56,38,188,301,5,237
1363,-3.6,5,62,41,62,328,21,330
1418,-3.3,6,110,66,44,284,6,125
1429,-3.2,0,108,54,72,360,18,135
1167,-4.4,4,31,76,39,315,4,95
1524,-2.9,13,93,93,40,272,4,137
1627,-2.6,0,28,43,100,517,14,105
1370,-5.1,36,36,71,36,248,36,55
1727,-3.8,12,197,197,46,232,36,95
1826,-3.5,27,27,81,134,243,27,284
1693,-3.9,38,26,255,12,447,38,111
1858,-3.5,12,25,62,25,573,12,61
1783,-3.6,0,125,63,0,525,37,85
1881,-3.1,11,11,31,72,750,3,27
1811,-3.5,14,41,82,14,516,14,142
1420,-4.5,36,54,72,107,233,18,38
1088,-6.1,89,76,39,280,140,0,81
1600,-4.4,62,62,21,207,186,5,93
1893,-3.4,2,44,125,0,332,192,152
1893,-3.4,2,96,200,8,259,67,138
1893,-3.4,0,37,132,26,280,69,204
1893,-3.4,0,17,50,17,406,44,40
1880,-3.4,6,69,200,0,268,44,210
1893,-3.4,0,89,107,6,267,83,286
1884,-3.4,0,88,136,8,378,112,129
1893,-3.4,7,112,210,13,223,33,206
1893,-3.4,0,118,159,7,304,49,162
1893,-3.4,6,140,153,6,255,51,148
1450,-0.9,0,133,177,1,72,66,50
1567,-0.9,0,147,129,0,51,78,79
374,-9.3,0,8,297,24,466,8,24
609,-6,0,48,455,6,60,24,157
620,-5.9,0,101,283,14,256,7,19
1180,0.9,0,149,297,0,455,10,0
1158,-3.7,0,17,57,17,732,0,2
622,-9.8,0,51,188,145,389,7,29
856,-4.1,0,58,515,8,223,0,82
859,-4.1,0,53,385,7,206,0,33
667,-5.8,0,29,429,14,240,0,31
1265,-4.8,0,9,102,130,637,9,8
1315,-4.1,0,9,266,159,426,2,16
1427,-3.3,0,15,111,403,253,2,2
1467,-2.4,0,18,92,147,644,9,8
1152,-2.8,0,9,118,9,752,3,8
1146,-4.2,0,21,203,133,489,3,34
1008,-2.4,0,40,343,16,390,8,43
478,-6.1,0,30,259,20,577,3,28
1006,-5.4,0,65,239,203,349,28,25
1206,-5.6,0,27,117,334,415,2,24
1224,-5.3,0,34,193,260,335,8,62
1352,-5.2,0,80,309,177,264,9,99
1352,-5.2,0,61,146,199,321,8,22
1370,-4.8,0,20,78,342,518,10,2
1393,-4.8,0,77,201,162,468,10,18
1368,-5,0,69,126,359,369,10,18
1413,-4.9,0,45,72,477,278,0,32
1317,1.6,0,58,264,1,149,14,122
1329,1.6,0,203,323,1,101,13,33
1317,1.6,0,12,82,2,133,9,131
1289,1.4,0,33,250,0,517,8,44
1308,1.5,0,104,254,0,274,1,145
1222,0.5,0,326,138,0,10,31,13
1248,0.5,0,115,487,0,19,19,56
1204,0.1,0,89,255,0,261,26,74
344,-12.2,0,7,459,7,243,0,14
704,-0.7,0,10,295,10,228,0,182
681,-1.7,0,7,621,7,19,0,45
678,-2.6,0,0,423,0,143,0,281
699,-2.5,0,29,584,4,175,0,21
1317,-3,0,28,120,102,601,9,51
1271,-2.7,0,88,161,14,365,14,14
417,-11.1,0,11,603,0,223,0,9
338,-12.8,0,10,597,0,233,0,25
1030,-9.4,0,69,179,124,317,0,254
1030,-9.4,0,140,308,131,355,0,43
1023,-7,0,19,10,738,190,0,19
1036,-7.9,0,66,185,131,316,0,71
956,-10.3,0,9,28,306,575,0,17
1295,-4.4,0,17,227,135,479,2,64
1315,-3,0,37,74,163,460,15,30
1400,-2.6,0,34,313,23,173,17,11
1647,-0.5,0,78,85,26,281,26,60
1319,-3,0,85,382,51,297,38,55
1349,-3.1,0,67,207,153,227,7,8
1307,-3.7,0,68,248,197,325,9,37
1350,-3.8,0,66,287,127,180,14,40
1318,-3.9,0,26,174,96,591,0,8
1362,-3.2,0,43,278,92,293,7,0
1365,-3.1,0,42,155,59,310,42,71
1365,-3.1,0,17,91,248,463,0,7
1272,-3.6,0,76,574,48,227,10,27
1362,-3.2,0,25,234,167,399,17,27
1425,-2.9,0,145,404,61,129,38,24
1425,-2.9,0,117,310,62,138,48,15
1517,-2.2,0,49,72,29,107,9,68
1392,-1.7,0,15,82,96,483,15,86
1376,-1.6,0,14,79,43,527,6,118
0,-7.8,0,34,306,9,518,0,22
0,-12.2,0,3,82,0,886,0,29
219,-4.2,0,122,306,0,0,63,13
219,-4.2,0,113,275,82,0,25,17
219,-4.1,0,14,490,0,14,0,107
147,-4.2,0,186,254,58,25,6,8
147,-4.2,0,78,417,35,10,0,40
162,-4.4,0,7,618,4,3,0,129
162,-4.4,0,12,637,8,3,0,53
217,-3.8,0,38,484,19,3,5,136
195,-3.9,0,30,711,0,0,0,38
0,-29.5,0,0,0,0,0,0,25
189,-4,0,14,617,3,0,0,134
30,-5.7,0,32,478,10,0,0,22
232,-3.7,0,20,567,9,12,0,196
187,-4,0,13,589,5,5,0,84
232,-3.8,0,17,609,10,3,0,50
232,-3.8,0,11,649,11,4,0,88
229,-3.8,0,5,585,5,0,0,88
347,-4.3,0,12,674,10,2,0,74
347,-4.3,0,20,534,5,0,0,143
274,-4.8,0,24,586,3,13,0,43
347,-4.3,0,48,542,13,13,0,77
204,-4.1,0,20,560,1,0,0,191
197,-4.9,0,10,714,2,0,0,70
301,-4.2,0,0,589,0,0,0,138
350,-4.7,0,5,548,5,5,0,142
253,-5.3,0,26,487,9,0,0,196
299,-5,0,10,504,0,0,0,256
299,-5,0,0,0,0,0,0,40
0,-29.7,0,0,0,0,0,0,263
0,-16.9,0,0,465,0,38,0,43
0,-15.6,0,0,543,0,0,0,160
1236,-6.1,0,161,463,47,305,10,0
1295,-7.8,0,221,395,79,291,1,0
1336,-7.5,0,78,51,255,616,0,0
158,-7.3,0,207,207,0,26,0,70
1379,4.4,0,78,52,0,103,26,293
1134,1.4,0,51,250,1,282,6,168
1128,3.2,0,36,133,5,309,5,463
499,1.7,0,11,72,0,442,0,87
936,0.1,0,133,78,0,48,113,29
966,0.3,0,114,124,0,5,80,33
966,0.3,0,113,123,0,7,66,12
942,0.2,0,118,60,0,16,75,22
1826,3.5,0,139,38,0,7,76,47
1881,4,0,103,2,0,759,66,0
1881,4,0,328,131,0,205,230,0
1881,4,0,641,28,0,63,106,0
1879,3.9,0,57,0,0,823,14,13
1974,4.1,0,21,107,13,485,45,184
1138,1.8,1,17,42,1,17,215,169
1796,3.8,0,55,126,0,41,126,119
1735,3.6,0,32,164,0,48,112,128
1522,4.4,0,203,227,0,111,30,133
1526,3.9,0,144,111,0,328,33,97
1141,2.4,0,222,189,0,49,43,52
1561,4,0,92,46,0,367,20,200
1462,3.7,0,20,119,0,219,66,102
723,0.3,0,75,110,7,350,62,60
1771,5.1,0,0,297,0,91,71,168
1761,4.5,7,20,7,0,362,87,110
1663,4.6,13,96,96,0,359,41,150
2008,6,0,6,323,0,77,45,76
2008,6,0,5,339,0,111,50,8
1752,4.5,0,194,126,0,48,87,0
1638,4.1,0,111,37,0,463,28,0
1587,4.2,0,42,76,0,209,39,79
1669,4.3,0,320,92,0,34,89,332
1672,4.3,0,233,100,0,38,97,364
1119,2,0,33,200,0,66,7,16
1242,3.1,0,46,123,0,414,16,38
1199,2.4,0,30,42,0,132,6,57
1545,3.1,0,67,292,0,93,53,75
1300,2.1,0,73,155,0,103,41,120
1230,1.9,0,184,303,0,39,3,110
1225,2.3,0,12,120,0,518,3,20
849,0.1,0,71,141,0,294,12,51
783,0.1,0,18,55,0,395,9,13
1560,4.1,0,173,300,0,0,53,16
1663,-4.5,110,185,71,15,165,35,85
1863,-2,0,87,52,0,470,35,64
1763,-3.1,0,68,163,13,312,13,180
1537,-2.6,0,24,148,0,531,0,213
1465,-2,0,61,123,6,521,12,69
1566,-1.2,0,162,115,23,485,12,52
2023,2.5,0,14,33,0,104,627,103
4443,9.8,0,3,17,0,417,79,52
4865,11.4,0,0,0,0,0,436,309
2632,5.5,0,2,2,0,320,163,50
3105,6.3,0,0,0,0,768,19,12
4431,9.5,0,17,6,0,595,179,0
2224,-1,8,47,0,8,211,86,170
3545,6.3,0,103,0,0,123,300,193
1770,1.9,0,44,3,0,697,6,11
2250,3.7,0,92,0,0,177,0,80
1929,2.3,63,52,0,0,225,47,79
1292,-0.6,16,135,0,0,309,0,311
1479,0.3,0,322,0,0,119,1,249
1546,0.7,7,143,21,0,187,7,152
1636,1.1,11,133,39,0,33,0,260
1368,-0.2,63,86,1,0,115,26,33
1420,0.1,26,175,48,0,88,26,223
1268,-0.7,1,539,1,0,180,1,129
932,-2.6,0,282,18,0,243,1,195
1444,0.4,1,111,1,0,260,37,158
1236,-0.8,0,249,1,0,227,1,142
3405,5.9,0,7,0,0,414,0,220
4060,7.4,0,2,0,18,185,88,50
4206,8.3,0,17,4,4,255,87,51
3541,5.3,2,10,5,5,46,200,73
4057,7.4,5,17,5,5,96,96,31
4118,7.7,0,16,2,11,59,194,62
4942,11.6,0,0,0,0,51,126,96
4794,10.9,0,0,0,0,624,114,52
3437,4.4,10,21,0,10,155,383,33
1962,-0.3,516,10,0,0,20,80,106
3990,5.3,10,111,0,0,478,44,37
2884,1.3,1,10,0,0,155,143,117
1089,-6,0,0,0,8,0,56,159
1025,-6.2,18,0,0,27,0,46,163
1165,-5.3,34,75,20,2,34,48,122
1015,-5.6,11,38,16,0,173,38,214
618,-5.2,12,6,12,91,532,91,52
615,-5.3,58,13,1,41,478,22,46
